
360 0.0001299000   0.000003917000  0.0006061000
360 0.0001299000   0.000003917000  0.0006061000
365 0.0002321000   0.000006965000  0.001086000
370 0.0004149000   0.00001239000   0.001946000
375 0.0007416000   0.00002202000   0.003486000
380 0.001368000    0.00003900000   0.006450001
385 0.002236000    0.00006400000   0.01054999
390 0.004243000    0.0001200000    0.02005001
395 0.007650000    0.0002170000    0.03621000
400 0.01431000     0.0003960000    0.06785001
405 0.02319000     0.0006400000    0.1102000
410 0.0435         0.0012          0.2074
415 0.0776         0.0022          0.3713
420 0.1344         0.0040          0.6456
425 0.2148         0.0073          1.0391
430 0.2839         0.0116          1.3856
435 0.3285         0.0168          1.6230
440 0.3483         0.0230          1.7471
445 0.3481         0.0298          1.7826
450 0.3362         0.0380          1.7721
455 0.3187         0.0480          1.7441
460 0.2908         0.0600          1.6692
465 0.2511         0.0739          1.5281
470 0.1954         0.0910          1.2876
475 0.1421         0.1126          1.0419
480 0.0956         0.1390          0.8130
485 0.0580         0.1693          0.6162
490 0.0320         0.2080          0.4652
495 0.0147         0.2586          0.3533
500 0.0049         0.3230          0.2720
505 0.0024         0.4073          0.2123
510 0.0093         0.5030          0.1582
515 0.0291         0.6082          0.1117
520 0.0633         0.7100          0.0782
525 0.1096         0.7932          0.0573
530 0.1655         0.8620          0.0422
535 0.2257         0.9149          0.0298
540 0.2904         0.9540          0.0203
545 0.3597         0.9803          0.0134
550 0.4334         0.9950          0.0087
555 0.5121         1.0000          0.0057
560 0.5945         0.9950          0.0039
565 0.6784         0.9786          0.0027
570 0.7621         0.9520          0.0021
575 0.8425         0.9154          0.0018
580 0.9163         0.8700          0.0017
585 0.9786         0.8163          0.0014
590 1.0263         0.7570          0.0011
595 1.0567         0.6949          0.0010
600 1.0622000      0.6310000       0.0008000000
605 1.0456000      0.5668000       0.0006000000
610 1.0026000      0.5030000       0.0003400000
615 0.9384000      0.4412000       0.0002400000
620 0.8544000      0.3810000       0.0001900000
625 0.7514000      0.3210000       0.0001000000
630 0.6424000      0.2650000       0.00004999999
635 0.5419000      0.2170000       0.00003000000
640 0.4479000      0.1750000       0.00002000000
645 0.3608000      0.1382000       0.00001000000
650 0.2835000      0.1070000       0.00000000000
655 0.2187         0.0816          0.
660 0.1649         0.0610          0.
665 0.1212         0.0446          0.
670 0.0874         0.0320          0.
675 0.0636         0.0232          0.
680 0.0468         0.0170          0.
685 0.0329         0.0119          0.
690 0.0227         0.0082          0.
695 0.0158         0.0057          0.
700 0.0114         0.0041          0.
705 0.0081         0.0029          0.
710 0.0058         0.0021          0.
715 0.0041         0.0015          0.
720 0.002899327    0.001047000     0.
725 0.002049190    0.0007400000    0.
730 0.001439971    0.0005200000    0.
735 0.0009999493   0.0003611000    0.
740 0.0006900786   0.0002492000    0.
745 0.0004760213   0.0001719000    0.
750 0.0003323011   0.0001200000    0.
755 0.0002348261   0.00008480000   0.
760 0.0001661505   0.00006000000   0.
765 0.0001174130   0.00004240000   0.
770 0.00008307527  0.00003000000   0.
775 0.00005870652  0.00002120000   0.
780 0.00004150994  0.00001499000   0.
785 0.00002935326  0.00001060000   0.
790 0.00002067383  0.000007465700  0.
795 0.00001455977  0.000005257800  0.
800 0.00001025398  0.000003702900  0.
805 0.000007221456 0.000002607800  0.
810 0.000005085868 0.000001836600  0.
815 0.000003581652 0.000001293400  0.
820 0.000002522525 0.0000009109300 0.
825 0.000001776509 0.0000006415300 0.
830 0.000001251141 0.0000004518100 0.
830 0.000001251141 0.0000004518100 0.
